input,output,hint,weight,color
bîn chiòng tóng,民衆黨,,822,
bîn cho̍k,bîn-cho̍k,,730,
bîn cho̍k,民族,,839,
bîn chìn tóng,Bîn-chìn-tóng,,727,
bîn chìn tóng,民進党,,835,
bîn chìn tóng,民進黨,,836,
bîn chú,bîn-chú,,727,
bîn chú,民主,,832,
bîn chú tóng,Bîn-chú-tóng,,713,
bîn chú tóng,民主党,,821,
bîn chú tóng,民主黨,,822,
bîn kan,bîn-kan,,700,
bîn kan,民間,,809,
bîn khoân,bîn-khoân,,700,
bîn khoân,民權,,809,
bîn kok,Bîn-kok,,700,
bîn kok,民國,,809,
bîn koân,bîn-koân,,700,
bîn koân,民權,,809,
bîn lân láu,岷蘭佬,,609,
bîn ná,bîn-ná,明那～～,713,
bîn ná,bîn-ná-,明那～,713,
bîn ná,明仔,,821,
bîn ná,明旦,,821,
bîn ná,明那,,822,
bîn ná chài,bîn-ná-chài,,727,
bîn ná chài,明仔再,,635,
bîn ná chài,明旦再,,635,
bîn ná chài,明那再,,636,
bîn ná àm,bîn-ná-àm,,713,
bîn ná àm,明仔暗,,821,
bîn ná àm,明旦暗,,821,
bîn ná àm,明那暗,,822,
bîn sio̍k,bîn-sio̍k,,713,
bîn sio̍k,民俗,,822,
bîn sī,Bîn-sī,,713,
bîn sī,民視,,822,
bîn tiau,bîn-tiau,,713,
bîn tiau,民調,,822,
bîn tiàu,bîn-tiau,,700,
bîn tiàu,bîn-tiāu,,700,
bîn tiāu,bîn-tiāu,,709,
bîn tiāu,民調,,818,
bîn á,bîn-ná,,713,
bîn á,bîn-ná-,,713,
bîn á,明仔,,821,
bîn á,明旦,,821,
bîn á,明那,,822,
bîn á chài,bîn-ná-chài,,727,
bîn á chài,明仔再,,635,
bîn á chài,明旦再,,635,
bîn á chài,明那再,,636,
bîn á àm,bîn-ná-àm,,713,
bîn á àm,明仔暗,,821,
bîn á àm,明旦暗,,821,
bîn á àm,明那暗,,822,
bò,bò,,0,
bòa,bòa,,0,
bòe,bòe,,0,
bòng,bòng,,0,
bò̤,bò̤,,0,
bò̤e,bò̤e,,0,
bò͘,bò͘,,0,
bó,bó,,700,
bó,母,,855,
bó gí,bó-gí,,700,
bó gí,母語,,805,
bó gú,bó-gú,,700,
bó gú,母語,,805,
bóa,bóa,,0,
bóe,bóe,,735,
bóe,尾,,710,
bóe,每,,504,
bóe,買,,705,
bóe a,bóe-·á,,700,
bóe a,尾仔,,809,
bóe chhiú,bóe-chhiú,,713,
bóe chhiú,尾手,,822,
bóe chui,bóe-chui,,700,
bóe chui,尾錐,,809,
bóe ia̍h,bóe-ia̍h,,713,
bóe ia̍h,尾蝶,,822,
bóe liu,bóe-liu,,727,
bóe liu,尾鰍,,636,
bóe séng,bóe-séng,,700,
bóe séng,尾省,,809,
bóe á,bóe-·á,,713,
bóe á,bóe-á,尾鰍,700,
bóe á,尾仔,,822,
bóng,bóng,,727,
bóng,罔,,907,
bóng,莽,,97,
bóng tóng,bóng-tóng,,700,
bóng tóng,罔党,,808,
bóng tóng,罔黨,,809,
bó̤,bó̤,,0,
bó̤e,bó̤e,,0,
bó͘,bó͘,,737,
bó͘,厶,2+,989,
bó͘,某,,927,
bó͘,某,2+,998,
bó͘,母,,505,
bó͘ kiáⁿ,bó͘-kiáⁿ,,713,
bó͘ kiáⁿ,某子,,822,
bó͘ mih,bó͘-mih,,713,
bó͘ mih,某乜,,822,
bó͘ mi̍h,bó͘-mih,,700,
bó͘ mi̍h,某乜,,809,
bô,bô,,756,
bô,无,,104,
bô,旡,,105,
bô,無,,955,
bô būn tê,bô būn-tê,,727,
bô būn tê,無問題,,836,
bô būn tôe,bô būn-tôe,,723,
bô būn tôe,無問題,,832,
bô chhái,bô chhái,,713,
bô chhái,無彩,,822,
bô chhái kang,bô chhái kang,,713,
bô chhái kang,無彩工,,822,
bô chiá,bô-·chiá,,713,
bô chiá,無者,,822,
bô chêng,bô chêng,,700,
bô chêng,無情,,809,
bô chúi chún,bô chúi-chún,,713,
bô chúi chún,無水凖,,822,
bô chīn bé,bô chīn-bé,,709,
bô chīn bé,無尽尾,,818,
bô chīn bé,無盡尾,,817,
bô chīn bóe,bô chīn-bóe,,713,
bô chīn bóe,無尽尾,,822,
bô chīn bóe,無盡尾,,821,
bô gî,bô gî,,700,
bô gî,無疑,,809,
bô hoat tō͘,bô hoat-tō͘,,729,
bô hoat tō͘,無法度,,838,
bô hoân bô hó,bô hoân bô hó,,700,
bô hoân bô hó,無煩無好,,809,
bô hoân bô ló,bô hoân bô ló,,713,
bô hoân bô ló,無煩無惱,,822,
bô hāu,bô hāu,,727,
bô hāu,無効,,836,
bô i bô óa,bô i bô óa,,713,
bô i bô óa,無依無倚,,622,
bô i óa,bô i-óa,,713,
bô i óa,無依倚,,622,
bô io̍h i,bô io̍h i,,713,
bô io̍h i,無葯醫,,821,
bô io̍h i,無藥醫,,822,
bô it tēng,bô it-tēng,,713,
bô it tēng,無一定,,822,
bô iàu kín,bô iàu-kín,,727,
bô iàu kín,無要緊,,836,
bô iáⁿ,bô iáⁿ,,737,
bô iáⁿ,無影,,846,
bô iáⁿ bô chiah,bô iáⁿ bô chiah,,713,
bô iáⁿ bô chiah,無影無跡,,822,
bô iân,bô iân,,700,
bô iân,無緣,,809,
bô iân bô kò͘,bô iân bô kò͘,,713,
bô iân bô kò͘,無緣無故,,822,
bô iân ê,bô iân ·ê,,700,
bô iân ê,無緣个,,809,
bô iân ê,無緣兮,,808,
bô khah choa̍h,bô khah choa̍h,,727,
bô khah choa̍h,無卡咀,,835,
bô khah choa̍h,無卡絶,,833,
bô khah choa̍h,無恰咀,,836,
bô khah choa̍h,無恰絶,,834,
bô khì,bô khì,,700,
bô khì,bô ·khì,,727,
bô khì,無去,,836,
bô khó lêng,bô khó-lêng,,713,
bô khó lêng,無可能,,822,
bô kàu,bô kàu,,713,
bô kàu,無到,,822,
bô kâng,bô kâng,,727,
bô kâng,無仝,,832,
bô kāng,bô kāng,,713,
bô kāng,無仝,,822,
bô kāng,無共,,821,
bô liâu,bô-liâu,,700,
bô liâu,無聊,,809,
bô lí,bô lí,,700,
bô lí,無理,,805,
bô lō͘ iōng,bô lō͘-iōng,,713,
bô lō͘ iōng,無路用,,822,
bô lō͘ ēng,bô lō͘-ēng,,713,
bô lō͘ ēng,無路用,,822,
bô lūn,bô lūn,,732,
bô lūn,無論,,841,
bô m̄ tio̍h,bô m̄ tio̍h,,713,
bô m̄ tio̍h,無不着,,822,
bô nāi,bô-nāi,,713,
bô nāi,無奈,,822,
bô oan bô siû,bô oan bô siû,,713,
bô oan bô siû,無寃無仇,,822,
bô phín,bô phín,,713,
bô phín,無品,,822,
bô siau,bô siau,,713,
bô siau,無消,,822,
bô siaⁿ bô seh,bô siaⁿ bô seh,,709,
bô siaⁿ bô seh,無声無說,,817,
bô siaⁿ bô seh,無聲無說,,818,
bô siaⁿ bô soeh,bô siaⁿ bô soeh,,713,
bô siaⁿ bô soeh,無声無說,,821,
bô siaⁿ bô soeh,無聲無說,,822,
bô siaⁿ seh,bô siaⁿ-seh,,709,
bô siaⁿ seh,無声說,,817,
bô siaⁿ seh,無聲說,,818,
bô siaⁿ soeh,bô siaⁿ-soeh,,713,
bô siaⁿ soeh,無声說,,821,
bô siaⁿ soeh,無聲說,,822,
bô sim chiâⁿ,bô sim-chiâⁿ,,700,
bô sim chiâⁿ,無心成,,809,
bô siá sì,bô siá-sì,,713,
bô siá sì,無捨施,,613,
bô siâng,bô siâng,,713,
bô siâng,無同,,622,
bô siāng,bô siāng,,713,
bô siāng,無同,,622,
bô su bô iâⁿ,bô su bô iâⁿ,,713,
bô su bô iâⁿ,無輸無嬴,,822,
bô sâng,bô sâng,,709,
bô sâng,無同,,618,
bô sāng,bô sāng,,700,
bô sāng,無同,,609,
bô tek khak,bô tek-khak,,727,
bô tek khak,無的確,,836,
bô thian liâng,bô thian-liâng,,709,
bô thian liâng,無天良,,818,
bô thian liông,bô thian-liông,,713,
bô thian liông,無天良,,822,
bô tiuⁿ bô tî,bô tiuⁿ bô tî,,713,
bô tiuⁿ bô tî,無張無池,,822,
bô tiuⁿ tî,bô tiuⁿ-tî,,713,
bô tiuⁿ tî,無張池,,822,
bô tiāⁿ tio̍h,bô tiāⁿ-tio̍h,,713,
bô tiāⁿ tio̍h,無定着,,822,
bô tè,bô tè,,700,
bô tè,無処,,608,
bô tè,無處,,609,
bô tú hó,bô tú hó,,709,
bô tú hó,bô tú-hó,,713,
bô tú hó,無抵好,,621,
bô tú hó,無𫔘好,,622,
bô tāi bô chì,bô tāi bô chì,,713,
bô tāi bô chì,無事無志,,821,
bô tāi bô chì,無代無志,,822,
bô tī tāi,bô tī-tāi,,713,
bô tī tāi,無值事,,819,
bô tī tāi,無值代,,821,
bô tī tāi,無治事,,820,
bô tī tāi,無治代,,822,
bô tōa bô sè,bô tōa bô sè,,713,
bô tōa bô sè,無大無細,,822,
bô tōa bô sòe,bô tōa bô sòe,,709,
bô tōa bô sòe,無大無細,,818,
bô ài,bô ài,,727,
bô ài,無愛,,887,
bô êng,bô êng,,727,
bô êng,無閑,,836,
bôa,bôa,,0,
bôe,bôe,,0,
bôe san,Bôe-san,,713,
bôe san,梅山,,822,
bôe á,bôe-á,,709,
bôe á,梅仔,,814,
bông,bông,,713,
bông,亡,,488,
bông,忘,,486,
bông,茫,,878,
bông,蒙,,489,
bông bông,bông-bông,,713,
bông bông,茫茫,,822,
bông bū,bông-bū,,713,
bông bū,茫霧,,822,
bông chéng,Bông-chéng,,700,
bông chéng,芒種,,809,
bông hûn,bông-hûn,,700,
bông hûn,亡魂,,809,
bô̤,bô̤,,0,
bô̤e,bô̤e,,0,
bô͘,bô͘,,0,
bô͘,模,,502,
bô͘,謀,,483,
bô͘,謨,,88,
bô͘ hoān,bô͘-hoān,,700,
bô͘ hoān,模範,,809,
bù,bù,,0,
bùi,bùi,,0,
bùn,bùn,,700,
bùn,汶,,625,
bùn chhí,bùn-chhí,,700,
bùn chhí,汶鼠,,805,
bùn chhú,bùn-chhú,,700,
bùn chhú,汶鼠,,805,
bùn tē chhí,bùn-tē-chhí,,700,
bùn tē chhí,汶地鼠,,809,
bùn tē chhú,bùn-tē-chhú,,700,
bùn tē chhú,汶地鼠,,809,
bú,bú,,727,
bú,侮,,478,
bú,撫,,87,
bú,武,,505,
bú,母,,855,
bú,舞,,892,
bú gí,bú-gí,,700,
bú gí,母語,,805,
bú gú,bú-gú,,700,
bú gú,母語,,805,
bú gē,bú-gē,,700,
bú gē,武藝,,809,
bú jio̍k,bú-jio̍k,,700,
bú jio̍k,侮辱,,809,
bú khì,bú-khì,,700,
bú khì,武器,,809,
bú lí,bú-lí,,700,
bú lí,舞女,,809,
bú lú,bú-lú,,700,
bú lú,舞女,,809,
bú phōaⁿ,bú-phōaⁿ,,713,
bú phōaⁿ,舞伴,,822,
bú sū,bú-sū,,700,
bú sū,武士,,809,
bú thiaⁿ,bú-thiaⁿ,,713,
bú thiaⁿ,舞厛,,822,
bú thiaⁿ,舞廳,,822,
bú tiân,Bú-tiân,,700,
bú tiân,武田,,801,
bú tâi,bú-tâi,,713,
bú tâi,舞台,,822,
búi,búi,,0,
bún,bún,,0,
bû,bû,,0,
bû,无,,104,
bû,旡,,105,
bû,毋,,99,
bû,無,,508,
bû kî tô͘ hêng,bû-kî tô͘-hêng,,713,
bû kî tô͘ hêng,bû-kî-tô͘-hêng,,700,
bû kî tô͘ hêng,無期徒刑,,822,
bû ti,bû-ti,,700,
bû ti,無知,,809,
bûi,bûi,,0,
bûn,Bûn,,700,
bûn,bûn,,713,
bûn,文,,888,
bûn,聞,,500,
bûn,門,,500,
bûn chhn̂g,bîn-chhn̂g,,713,
bûn chhn̂g,眠床,,822,
bûn chiong,bûn-chiuⁿ,,700,
bûn chiuⁿ,bûn-chiuⁿ,,713,
bûn chiuⁿ,文章,,822,
bûn gē,bûn-gē,,713,
bûn gē,文藝,,822,
bûn ha̍k,bûn-ha̍k,,713,
bûn ha̍k,文學,,822,
bûn hiàn,bûn-hiàn,,700,
bûn hiàn,文献,,809,
bûn hòa,bûn-hòa,,732,
bûn hòa,文化,,841,
bûn jī,bûn-jī,,713,
bûn jī,文字,,822,
bûn lâi,Bûn-lâi,,700,
bûn lâi,文萊,,809,
bûn ngá,bûn-ngá,,700,
bûn ngá,文雅,,809,
bûn ngé,bûn-ngé,,700,
bûn ngé,文雅,,809,
bûn san,Bûn-san,,700,
bûn san,文山,,803,
bûn su,Bûn-su,,700,
bûn su,門司,,801,
bûn tàn,bûn-tàn,,713,
bûn tàn,文旦,,822,
bûn tàn iū,bûn-tàn-iū,,713,
bûn tàn iū,文旦柚,,822,
bā,bā,,700,
bā,峇,,825,
bā hio̍h,bā-hio̍h,,700,
bā hio̍h,峇葉,,609,
bāi,bāi,,700,
bāi,覓,,650,
bān,Bān,,700,
bān,bān,,731,
bān,万,,886,
bān,卍,,98,
bān,慢,,892,
bān,萬,,887,
bān bân,Bân-bân,,700,
bān chhiáⁿ,bān-chhiáⁿ,,713,
bān chhiáⁿ,慢且,,822,
bān it,bān-it,,713,
bān it,万一,,821,
bān it,萬一,,822,
bān jī,bān-jī,,700,
bān jī,万二,,808,
bān jī,萬二,,809,
bān kok,bān-kok,,700,
bān kok,万國,,808,
bān kok,萬國,,809,
bān saⁿ,bān-saⁿ,,713,
bān saⁿ,万三,,821,
bān saⁿ,萬三,,822,
bān sòe,bān-sòe,,713,
bān sòe,万歲,,821,
bān sòe,萬歲,,822,
bāng,bāng,,733,
bāng,夢,,908,
bāng,望,,898,
bāng,網,,868,
bāng chām,bāng-chām,,727,
bāng chām,網站,,836,
bāng liān,bāng-liān,,700,
bāng liān,網鍊,,801,
bāng liān á,bāng-liān-á,,700,
bāng liān á,網鍊仔,,801,
bāng lō͘,bāng-lō͘,,727,
bāng lō͘,網路,,836,
bāng nī,ba̍k-nī,,700,
bāu,bāu,,0,
bāu,皃,,77,
bāu,貌,,486,
bă,bă,,0,
băi,băi,,0,
băn,băn,,0,
băng,băng,,0,
bău,bău,,0,
bē,bē,,744,
bē,妹,,295,
bē,未,,732,
bē,袂,,704,
bē,謎,,80,
bē,賣,,700,
bē bái,bē bái,,727,
bē bái,袂呆,,636,
bē chió,bē chió,,700,
bē chió,袂少,,609,
bē chêng,bē-chêng,,700,
bē chêng,未曾,,809,
bē chêng bē,bē-chêng-bē,,700,
bē chêng bē,未曾未,,809,
bē chēng bē,bē-chêng-bē,,700,
bē chēng bē,未曾未,,809,
bē giàn,bē giàn,,713,
bē giàn,袂唁,,622,
bē ha̍h,bē ha̍h,,713,
bē ha̍h,袂合,,822,
bē hiáu,bē hiáu,,727,
bē hiáu,袂曉,,836,
bē hô,bē hô,,713,
bē hô,袂和,,816,
bē hù,bē hù,,727,
bē hù,袂赴,,836,
bē kì tit,bē kì-tit,,731,
bē kì tit,袂記得,,840,
bē lī,bē lī,,713,
bē lī,袂離,,822,
bē pháiⁿ,bē pháiⁿ,,713,
bē pháiⁿ,袂歹,,822,
bē su,bē su,,727,
bē su,袂輸,,836,
bē sái,bē sái,,737,
bē sái,袂使,,846,
bē sóng,bē sóng,,727,
bē sóng,袂爽,,836,
bē tit,bē tit,,700,
bē tit,袂得,,805,
bē tàng,bē tàng,,727,
bē tàng,袂凍,,836,
bē tín bē tāng,bē tín bē tāng,,713,
bē tín bē tāng,袂振袂動,,822,
bēng,bēng,,0,
bēng,命,,488,
bēng,孟,,489,
bĕ,bĕ,,0,
bĕng,bĕng,,0,
bī,bī,,700,
bī,味,,645,
bī,媚,,69,
bī,未,,484,
bī,謎,,80,
bī lâi,bī-lâi,,713,
bī lâi,未來,,822,
bī sò͘,bī-sò͘,,713,
bī sò͘,味素,,822,
bīn,bīn,,737,
bīn,面,,902,
bīn chheh,Bīn-chheh,,700,
bīn chheh,面册,,809,
bīn chhiuⁿ,bīn-chhiuⁿ,,713,
bīn chhiuⁿ,面鎗,,622,
bīn chêng,bīn-chêng,,729,
bīn chêng,面前,,838,
bīn chú,bīn-chú,,713,
bīn chú,面子,,818,
bīn kin,bīn-kin,,713,
bīn kin,面巾,,822,
bīn kun,bīn-kun,,709,
bīn kun,面巾,,818,
bīn phê,bīn-phê,,709,
bīn phê,面皮,,818,
bīn phôe,bīn-phôe,,713,
bīn phôe,面皮,,822,
bīn sek,bīn-sek,,713,
bīn sek,面色,,822,
bīn tháng,bīn-tháng,,713,
bīn tháng,面桶,,822,
bīn thâu chêng,bīn-thâu-chêng,,713,
bīn thâu chêng,面頭前,,822,
bīn téng,bīn-téng,,713,
bīn téng,面頂,,822,
bīn tùi,bīn-tùi,,713,
bīn tùi,面對,,822,
bĭ,bĭ,,0,
bĭn,bĭn,,0,
bō,bō,,0,
bō á,bō-á,,713,
bō á,帽仔,,888,
bōa,bōa,,0,
bōe,bōe,,744,
bōe,妹,,495,
bōe,昧,,498,
bōe,未,,734,
bōe,袂,,702,
bōe,賣,,697,
bōe bái,bōe bái,,727,
bōe bái,袂呆,,636,
bōe chió,bōe chió,,700,
bōe chió,袂少,,609,
bōe chêng,bōe-chêng,,700,
bōe chêng,未曾,,809,
bōe chêng bōe,bōe-chêng-bōe,,700,
bōe chêng bōe,未曾未,,809,
bōe chēng,bōe-chêng,,700,
bōe chēng,未曾,,809,
bōe chēng bōe,bōe-chêng-bōe,,700,
bōe chēng bōe,未曾未,,809,
bōe giàn,bōe giàn,,713,
bōe giàn,袂唁,,622,
bōe ha̍h,bōe ha̍h,,713,
bōe ha̍h,袂合,,822,
bōe hiáu,bōe hiáu,,723,
bōe hiáu,袂曉,,832,
bōe hô,bōe hô,,709,
bōe hô,袂和,,812,
bōe hù,bōe hù,,723,
bōe hù,袂赴,,832,
bōe kì tit,bōe kì-tit,,726,
bōe kì tit,袂記得,,835,
bōe lī,bōe lī,,713,
bōe lī,袂離,,822,
bōe pháiⁿ,bōe pháiⁿ,,709,
bōe pháiⁿ,袂歹,,818,
bōe su,bōe su,,723,
bōe su,袂輸,,832,
bōe sái,bōe sái,,727,
bōe sái,袂使,,836,
bōe sóng,bōe sóng,,723,
bōe sóng,袂爽,,832,
bōe tit,bōe tit,,700,
bōe tit,袂得,,805,
bōe tàng,bōe tàng,,727,
bōe tàng,袂凍,,836,
bōe tín bōe tāng,bōe tín bōe tāng,,713,
bōe tín bōe tāng,袂振袂動,,822,
bōng,bōng,,0,
bōng,望,,495,
bōng á po͘,bōng-á-po͘,,713,
bōng á po͘,墓仔埔,,822,
bō̤,bō̤,,0,
bō̤,妹,,295,
bō̤,未,,284,
bō̤e,bō̤e,,0,
bō͘,bō͘,,0,
bō͘,慕,,495,
bō͘,茂,,484,
bō͘,貿,,477,
bō͘ e̍k,bō͘-e̍k,,700,
bō͘ e̍k,貿易,,809,
bŏ,bŏ,,0,
bŏa,bŏa,,0,
bŏe,bŏe,,0,
bŏng,bŏng,,0,
bŏ̤,bŏ̤,,0,
bŏ̤e,bŏ̤e,,0,
bŏ͘,bŏ͘,,0,
bū,bū,,713,
bū,霧,,858,
bū sà sà,bū sà-sà,,713,
bū sà sà,霧沙沙,,622,
būi,būi,,0,
būn,būn,,0,
būn,問,,491,
būn,悶,,91,
būn,文,,67,
būn,紊,,91,
būn,聞,,71,
būn tê,būn-tê,,731,
būn tê,問題,,840,
būn tôe,būn-tôe,,727,
būn tôe,問題,,836,
bŭ,bŭ,,0,
bŭi,bŭi,,0,
bŭn,bŭn,,0,
bǣ,bǣ,,0,
bǽ,bǽ,,0,
cha,cha,,0,
cha,昨,,278,
cha,查,,490,
cha,楂,,86,
cha,槎,,75,
cha bó͘,cha-bó͘,,737,
cha bó͘,查某,,846,
cha bó͘ gín ná,cha-bó͘ gín-ná,,723,
cha bó͘ gín ná,cha-bó͘ gín-á,,723,
cha bó͘ gín ná,查某囝仔,,832,
cha bó͘ gín ná lâng,cha-bó͘ gín-ná lâng,,700,
cha bó͘ gín ná lâng,cha-bó͘ gín-ná-lâng,,700,
cha bó͘ gín ná lâng,查某囝仔人,,809,
cha bó͘ gín á,cha-bó͘ gín-á,,727,
cha bó͘ gín á,查某囝仔,,836,
cha bó͘ gín á lâng,cha-bó͘ gín-á lâng,,700,
cha bó͘ gín á lâng,cha-bó͘ gín-á-lâng,,700,
cha bó͘ gín á lâng,查某囝仔人,,809,
cha bó͘ kiáⁿ,cha-bó͘ kiáⁿ,,723,
cha bó͘ kiáⁿ,cha-bó͘-kiáⁿ,,727,
cha bó͘ kiáⁿ,查某子,,836,
cha bó͘ kán,cha-bó͘-kán,,700,
cha bó͘ kán,查某𡢃,,809,
cha bó͘ lâng,cha-bó͘ lâng,,723,
cha bó͘ lâng,cha-bó͘-lâng,,727,
cha bó͘ lâng,查某人,,836,
cha bó͘ pêng iú,cha-bó͘ pêng-iú,,723,
cha bó͘ pêng iú,查某朋友,,832,
cha bó͘ thé,cha-bó͘-thé,,700,
cha bó͘ thé,查某体,,809,
cha bó͘ thé,查某體,,809,
cha bó͘ thóe,cha-bó͘-thóe,,700,
cha bó͘ thóe,查某体,,809,
cha bó͘ thóe,查某體,,809,
cha hng,cha-hng,,737,
cha hng,昨昏,,645,
cha hng,查昏,,646,
cha hng àm,cha-hng àm,,713,
cha hng àm,昨昏暗,,821,
cha hng àm,查昏暗,,822,
cha mê,cha-mê,,713,
cha mê,昨冥,,821,
cha mê,查冥,,822,
cha po͘,cha-po͘,,727,
cha po͘,查埔,,836,
cha po͘ lâng,cha-po͘ lâng,,709,
cha po͘ lâng,cha-po͘-lâng,,713,
cha po͘ lâng,查埔人,,822,
cha àm,cha-àm,,713,
cha àm,昨暗,,621,
cha àm,查暗,,622,
chah,chah,,727,
chah,乍,,683,
chah,乍,3+47+,979,
chah,携,,682,
chahⁿ,chahⁿ,,0,
chai,chai,,746,
chai,哉,,486,
chai,斋,,80,
chai,栽,,835,
chai,知,,926,
chai,齋,,84,
chai bat,chai-bat,,700,
chai bat,知八,,808,
chai bat,知識,,809,
chai iáⁿ,chai-iáⁿ,,740,
chai iáⁿ,知影,,849,
chai ki,chai-ki,,700,
chai ki,知机,,808,
chai ki,知機,,809,
chai kài,chai-kài,,700,
chai kài,齋戒,,809,
chai lān,chai-lān,,700,
chai lān,災難,,800,
chai pôe,chai-pôe,,713,
chai pôe,栽培,,822,
chaih,chaih,,0,
chaihⁿ,chaihⁿ,,0,
chaiⁿ,chaiⁿ,,0,
chak,chak,,700,
chak,咋,,635,
chak chō,chak-chō,,700,
chak chō,咋造,,609,
cham,cham,,700,
cham,針,,845,
chan,Chan,,700,
chan,chan,,0,
chan,曾,,835,
chan bûn khe,Chan-bûn-khe,,700,
chan bûn khoe,Chan-bûn-khoe,,700,
chang,cha-hng,,700,
chang,chang,,700,
chang,棕,,617,
chang,鬃,,617,
chang àm,cha-hng àm,,700,
chap,chap,,0,
chap,汁,,68,
chat,chat,,713,
chat,扎,,91,
chat,節,,873,
chat,紮,,85,
chau,Chau,,700,
chau,chau,,0,
chau,鄒,,805,
chau that,chau-that,,727,
chau that,糟撻,,836,
chauh,chauh,,0,
chauhⁿ,chauhⁿ,,0,
chauⁿ,chauⁿ,,0,
cha̍h,cha̍h,,713,
cha̍h,閘,,838,
cha̍h lō͘,cha̍h lō͘,,713,
cha̍h lō͘,閘路,,822,
cha̍hⁿ,cha̍hⁿ,,0,
cha̍ih,cha̍ih,,0,
cha̍ihⁿ,cha̍ihⁿ,,0,
cha̍k,cha̍k,,700,
cha̍k,咋,,615,
cha̍k,族,,289,
cha̍p,cha̍p,,735,
cha̍p,十,,890,
cha̍p,雜,,505,
cha̍p chhit,cha̍p-chhit,,713,
cha̍p chhit,十七,,822,
cha̍p chhài,cha̍p-chhài,,700,
cha̍p chhài,什菜,,809,
cha̍p chhài,雜菜,,808,
cha̍p chn̂g,cha̍p-chn̂g,,700,
cha̍p chn̂g,十全,,809,
cha̍p gōa,cha̍p gōa,,713,
cha̍p gōa,十外,,822,
cha̍p gō͘,cha̍p-gō͘,,713,
cha̍p gō͘,十五,,822,
cha̍p it,cha̍p-it,,713,
cha̍p it,十一,,822,
cha̍p it tiám,11 tiám,,727,
cha̍p it tiám,cha̍p-it tiám,,727,
cha̍p it tiám,十一点,,835,
cha̍p it tiám,十一點,,836,
cha̍p jī,cha̍p-jī,,728,
cha̍p jī,十二,,837,
cha̍p jī pô chiá,Cha̍p-jī Pô-chiá,,700,
cha̍p jī pô chiá,十二婆姐,,809,
cha̍p jī tiám,12 tiám,,727,
cha̍p jī tiám,cha̍p-jī tiám,,727,
cha̍p jī tiám,十二点,,835,
cha̍p jī tiám,十二點,,836,
cha̍p káu,cha̍p-káu,,713,
cha̍p káu,十九,,822,
cha̍p kúi,cha̍p kúi,,700,
cha̍p kúi,十几,,808,
cha̍p kúi,十幾,,809,
cha̍p la̍k,cha̍p-la̍k,,713,
cha̍p la̍k,十六,,822,
cha̍p liām,cha̍p-liām,,713,
cha̍p liām,什念,,822,
cha̍p peh,cha̍p-peh,,727,
cha̍p peh,十八,,836,
cha̍p poeh,cha̍p-poeh,,723,
cha̍p poeh,十八,,832,
cha̍p saⁿ,cha̍p-saⁿ,,713,
cha̍p saⁿ,十三,,822,
cha̍p sè,cha̍p-sè,,700,
cha̍p sè,什碎,,809,
cha̍p sè,雜碎,,809,
cha̍p sì,cha̍p-sì,,713,
cha̍p sì,十四,,822,
cha̍p tiám,10 tiám,,727,
cha̍p tiám,cha̍p tiám,,727,
cha̍p tiám,十点,,835,
cha̍p tiám,十點,,836,
cha̍t,cha̍t,,700,
cha̍uh,cha̍uh,,0,
cha̍uhⁿ,cha̍uhⁿ,,0,
chaⁿ,chaⁿ,,0,
che,che,,742,
che,剤,,86,
che,劑,,809,
che,斋,,80,
che,查,,490,
che,楂,,86,
che,槎,,75,
che,此,,913,
che,済,12+3+5,984,
che,濟,12+3+5,989,
che,這,,912,
che,齋,,84,
cheh,cheh,,713,
cheh,節,,848,
cheh khì,cheh-khì,,700,
cheh khì,節氣,,800,
cheh khùi,cheh-khùi,,700,
cheh khùi,節氣,,800,
chehⁿ,chehⁿ,,0,
chek,chek,,713,
chek,則,,668,
chek,即,,499,
chek,叔,,273,
chek,燭,,293,
chek,稷,,489,
chek,積,,495,
chek,簀,,68,
chek,跡,,490,
chek,蹟,,81,
chek,迹,,87,
chek,隻,,73,
chek jīm,chek-jīm,,713,
chek jīm,責任,,822,
chek ke̍k,chek-ke̍k,,700,
chek ke̍k,積極,,809,
chek kong,chek-kong,,700,
chek kong,叔公,,809,
chek sêng,chek-sêng,,700,
chek sêng,責成,,809,
chek sî,chek-sî,,700,
chek sî,即時,,809,
cheng,cheng,,713,
cheng,增,,481,
cheng,征,,487,
cheng,掙,,649,
cheng,曾,,102,
cheng,正,,96,
cheng,爭,,502,
cheng,禎,,487,
cheng,精,,474,
cheng,舂,,648,
cheng,菁,,107,
cheng,貞,,486,
cheng,鍾,,831,
cheng,鐘,,832,
cheng chha,cheng-chha,,727,
cheng chha,爭差,,636,
cheng chhú,cheng-chhú,,713,
cheng chhú,爭取,,822,
cheng eng,cheng-eng,,700,
cheng eng,精英,,809,
cheng eng,菁英,,808,
cheng ka,cheng-ka,,700,
cheng ka,增加,,809,
cheng khū,cheng-khū,,713,
cheng khū,舂臼,,822,
cheng lūn,cheng-lūn,,713,
cheng lūn,爭論,,822,
cheng pó͘,cheng-pó͘,,700,
cheng pó͘,增補,,809,
cheng seⁿ,cheng-seⁿ,,713,
cheng seⁿ,精生,,822,
cheng seⁿ á,cheng-seⁿ-á,,700,
cheng seⁿ á,精生仔,,809,
cheng sîn,cheng-sîn,,732,
cheng sîn,精神,,841,
cheng á,cheng-á,,700,
cheng á,鐘仔,,809,
che̍h,che̍h,,700,
che̍h,截,,815,
